,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
105,Luís Caicedo,co COL,MF,New England,22,1996,31,27,2354,26.2,0,0,-1,1,1,5,0,0,0,0,-0.04,-0.04,1.5,0.7,1,1.7,0.06,0.04,0.09,0.03,0.06,Matches,008ddeb9
106,Scott Caldwell,us USA,MF,New England,27,1991,20,12,1082,12,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.01,0.03,0.03,0.01,0.03,Matches,4a54592d
107,Alexander Callens,pe PER,DF,NYCFC,26,1992,24,24,2160,24,0,0,0,0,0,3,0,0,0,0,0,0,0.8,0.8,0.1,0.9,0.03,0.01,0.04,0.03,0.04,Matches,af34f10d
108,Eric Calvillo,sv SLV,MFDF,San Jose,21,1998,2,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f984f68b
109,Francisco Calvo,cr CRC,DF,Chicago Fire,26,1992,23,21,1936,21.5,3,1,3,0,0,4,0,0.14,0.05,0.19,0.14,0.19,2.7,2.7,1.3,4,0.13,0.06,0.18,0.13,0.18,Matches,706bd23f
110,Francisco Calvo,cr CRC,DF,Minnesota Utd,26,1992,7,7,629,7,1,0,1,0,0,4,1,0.14,0,0.14,0.14,0.14,0.8,0.8,0.2,1.1,0.12,0.03,0.15,0.12,0.15,Matches,706bd23f
111,Rudy Camacho,fr FRA,DF,Montreal Impact,27,1991,17,16,1463,16.3,1,0,1,0,0,4,0,0.06,0,0.06,0.06,0.06,1.1,1.1,0.3,1.4,0.07,0.02,0.08,0.07,0.08,Matches,6ad16d47
112,Jonathan Campbell,us USA,DF,Seattle,25,1993,4,4,360,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,868a8f30
113,Diego Campos,cr CRC,DF,Chicago Fire,23,1995,10,5,440,4.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.05,0.06,0,0.06,Matches,fcfb671e
114,Reggie Cannon,us USA,DF,FC Dallas,20,1998,28,26,2268,25.2,1,1,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,0.5,0.5,1.6,2.2,0.02,0.06,0.09,0.02,0.09,Matches,ad9ffc7e
115,Russell Canouse,us USA,MFDF,D.C. United,23,1995,26,25,2146,23.8,0,0,0,0,0,5,0,0,0,0,0,0,0.5,0.5,0.3,0.9,0.02,0.01,0.04,0.02,0.04,Matches,ec730d9a
116,Andrew Carleton,us USA,MFFW,Atlanta Utd,18,2000,3,0,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,53b90314
117,Servando Carrasco,us USA,MF,LA Galaxy,30,1988,16,3,396,4.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.04,0.04,0,0.04,Matches,8e5cbc2b
118,Julio Cascante,cr CRC,DF,Portland Timbers,25,1993,22,16,1442,16,0,1,0,0,0,4,1,0,0.06,0.06,0,0.06,0.8,0.8,0.8,1.6,0.05,0.05,0.1,0.05,0.1,Matches,cc120b4f
119,Cristian Cásseres Jr.,ve VEN,MF,NY Red Bulls,19,2000,23,21,1797,20,3,3,3,0,0,5,0,0.15,0.15,0.3,0.15,0.3,1.7,1.7,2,3.7,0.09,0.1,0.19,0.09,0.19,Matches,f86fe8c1
120,Valentín Castellanos,ar ARG,FW,NYCFC,20,1998,30,23,2048,22.8,11,6,11,0,0,7,0,0.48,0.26,0.75,0.48,0.75,6.7,6.7,3,9.7,0.3,0.14,0.44,0.3,0.44,Matches,da76bab4
121,Edgar Castillo,us USA,DF,New England,32,1986,20,20,1689,18.8,0,5,0,0,0,2,0,0,0.27,0.27,0,0.27,0.6,0.6,2.1,2.7,0.03,0.11,0.14,0.03,0.14,Matches,3cdde01b
122,Emanuel Cecchini,ar ARG,MFFW,Seattle,22,1996,4,1,157,1.7,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.06,0.07,0.12,0.06,0.12,Matches,5c256395
123,Darwin Cerén,sv SLV,MF,Houston Dynamo,29,1989,13,5,536,6,1,0,1,0,0,1,0,0.17,0,0.17,0.17,0.17,0.2,0.2,0.3,0.5,0.03,0.05,0.08,0.03,0.08,Matches,a58de3f0
124,Edwin Cerrillo,us USA,MF,FC Dallas,18,2000,12,11,916,10.2,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.3,0.01,0.01,0.03,0.01,0.03,Matches,bd060315
125,Thomás Chacón,uy URU,FW,Minnesota Utd,18,2000,2,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.3,0.25,0.04,0.28,0.25,0.28,Matches,1f9a7dfc
126,Maxime Chanot,lu LUX,DF,NYCFC,29,1989,31,31,2790,31,0,0,0,0,0,11,0,0,0,0,0,0,0.7,0.7,0.2,0.9,0.02,0.01,0.03,0.02,0.03,Matches,ca366055
127,Jay Chapman,ca CAN,MFFW,Toronto FC,25,1994,17,5,529,5.9,2,2,2,0,0,1,0,0.34,0.34,0.68,0.34,0.68,0.6,0.6,1.4,2,0.11,0.23,0.34,0.11,0.34,Matches,3bb4d381
128,Diego Chará,co COL,MF,Portland Timbers,32,1986,30,29,2606,29,0,1,0,0,0,12,1,0,0.03,0.03,0,0.03,1.3,1.3,1.7,3,0.05,0.06,0.11,0.05,0.11,Matches,6260cc9d
129,Michaell Chirinos,hn HON,MFFW,Vancouver,23,1995,7,4,412,4.6,1,1,1,0,0,2,0,0.22,0.22,0.44,0.22,0.44,1.6,1.6,0.2,1.8,0.35,0.05,0.4,0.35,0.4,Matches,8ce9f558
130,Mathieu Choiniere,ca CAN,FWMF,Montreal Impact,19,1999,17,6,685,7.6,0,1,0,0,0,1,0,0,0.13,0.13,0,0.13,0.4,0.4,0.4,0.8,0.06,0.05,0.11,0.06,0.11,Matches,017459bb
131,Laurent Ciman,be BEL,DF,Toronto FC,33,1985,17,14,1264,14,0,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0.03,0.03,0.06,0.03,0.06,Matches,5113d9a7
132,Ricardo Clark,us USA,MF,Columbus Crew,35,1983,7,4,361,4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.05,0.04,0.09,0.05,0.09,Matches,1bf7f157
133,Steve Clark,us USA,GK,Portland Timbers,32,1986,24,24,2160,24,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ed6320b7
134,Aurélien Collin,fr FRA,DF,Philadelphia,32,1986,6,6,529,5.9,0,0,0,0,0,2,0,0,0,0,0,0,0.7,0.7,0,0.7,0.11,0,0.11,0.11,0.11,Matches,a4631166
135,Josué Colmán,py PAR,FWMF,Orlando City,20,1998,8,1,160,1.8,0,1,0,0,0,0,0,0,0.56,0.56,0,0.56,0.1,0.1,0.6,0.8,0.08,0.34,0.43,0.08,0.43,Matches,9603d928
136,Tomás Conechny,ar ARG,FWMF,Portland Timbers,20,1998,16,2,356,4,1,2,1,0,0,2,0,0.25,0.51,0.76,0.25,0.76,1.3,1.3,1.6,2.8,0.33,0.39,0.72,0.33,0.72,Matches,f61143dd
137,Derek Cornelius,ca CAN,DF,Vancouver,21,1997,17,16,1425,15.8,1,0,1,0,0,4,0,0.06,0,0.06,0.06,0.06,0.8,0.8,0.2,1,0.05,0.01,0.06,0.05,0.06,Matches,577744b8
138,Joe Corona,us USA,MF,LA Galaxy,28,1990,31,26,2323,25.8,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,1.3,1.3,1.7,2.9,0.05,0.06,0.11,0.05,0.11,Matches,470cd24b
139,Carlos Coronel,br BRA,GK,Philadelphia,22,1996,4,3,320,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5c07e176
140,Warren Creavalle,us USA,MF,Philadelphia,28,1990,13,5,369,4.1,0,1,0,0,0,0,0,0,0.24,0.24,0,0.24,0,0,0.7,0.7,0.01,0.16,0.17,0.01,0.17,Matches,ac4e49fa
141,Maxime Crépeau,ca CAN,GK,Vancouver,24,1994,26,26,2340,26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ea42e480
142,Alex Crognale,us USA,DF,Columbus Crew,24,1994,12,9,884,9.8,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,1,0.11,0,0.11,0.11,0.11,Matches,1169c5eb
143,Yohan Croizet,fr FRA,FWDF,Sporting KC,26,1992,20,12,1092,12.1,3,1,3,0,0,4,0,0.25,0.08,0.33,0.25,0.33,2.2,2.2,0.7,2.9,0.18,0.05,0.24,0.18,0.24,Matches,dc303a48
144,Cody Cropper,us USA,GK,New England,25,1993,7,7,630,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,aa133046
145,Allan Cruz,cr CRC,MFFW,FC Cincinnati,22,1996,22,21,1734,19.3,7,0,7,0,0,5,0,0.36,0,0.36,0.36,0.36,4.6,4.6,0.9,5.5,0.24,0.05,0.28,0.24,0.28,Matches,030105a5
146,Emil Cuello,us USA,MFFW,LA Galaxy,22,1997,9,2,195,2.2,0,2,0,0,0,1,0,0,0.92,0.92,0,0.92,0.2,0.2,0.9,1.1,0.12,0.39,0.51,0.12,0.51,Matches,d22a46b4
147,Harold Cummings,pa PAN,DF,San Jose,26,1992,16,16,1389,15.4,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0,0.02,0.02,0,0.02,Matches,d3aa261b
148,Rashawn Dally,jm JAM,FW,FC Cincinnati,22,1997,12,8,544,6,1,0,1,0,0,0,0,0.17,0,0.17,0.17,0.17,1.1,1.1,0.4,1.5,0.18,0.07,0.25,0.18,0.25,Matches,4dc3ce03
149,Mario Daniel Vega,ar ARG,GK,San Jose,34,1984,34,34,3060,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6904a59a
150,Abu Danladi,gh GHA,FWMF,Minnesota Utd,23,1995,24,4,718,8,2,2,2,0,0,3,0,0.25,0.25,0.5,0.25,0.5,2.2,2.2,1.5,3.7,0.28,0.19,0.47,0.28,0.47,Matches,507383d1
151,Juan David Cabezas,co COL,MF,Houston Dynamo,27,1991,15,5,538,6,1,0,1,0,0,4,0,0.17,0,0.17,0.17,0.17,0.3,0.3,0,0.3,0.05,0.01,0.05,0.05,0.05,Matches,4ea22d91
152,Sean Davis,us USA,MF,NY Red Bulls,25,1993,30,28,2557,28.4,0,1,0,0,0,0,0,0,0.04,0.04,0,0.04,0.6,0.6,1.5,2.1,0.02,0.05,0.07,0.02,0.07,Matches,cb75cac9
153,Alex DeJohn,us USA,DF,Orlando City,27,1991,6,6,403,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,Matches,2a6c024c
154,A.J. DeLaGarza,gu GUM,DF,Houston Dynamo,31,1987,23,23,1991,22.1,0,1,0,0,0,5,0,0,0.05,0.05,0,0.05,0.2,0.2,0.5,0.8,0.01,0.02,0.03,0.01,0.03,Matches,171b3c37
155,Antonio Delamea Mlinar,si SVN,DF,New England,27,1991,17,16,1366,15.2,2,1,2,0,0,7,1,0.13,0.07,0.2,0.13,0.2,1.2,1.2,0.1,1.2,0.08,0,0.08,0.08,0.08,Matches,31a14bb4
156,Jordy Delem,mq MTQ,MF,Seattle,25,1993,23,17,1437,16,0,0,0,0,0,4,0,0,0,0,0,0,0.4,0.4,0,0.5,0.03,0,0.03,0.03,0.03,Matches,12e3a5f4
157,Nick DeLeon,us USA,MFFW,Toronto FC,28,1990,32,23,1853,20.6,6,1,6,0,0,2,0,0.29,0.05,0.34,0.29,0.34,4.3,4.3,2.6,6.9,0.21,0.12,0.33,0.21,0.33,Matches,21490b0d
158,Marky Delgado,us USA,MF,Toronto FC,23,1995,30,29,2548,28.3,2,5,2,0,0,4,0,0.07,0.18,0.25,0.07,0.25,2.6,2.6,3.8,6.4,0.09,0.13,0.22,0.09,0.22,Matches,7f6a25b7
159,Mathieu Deplagne,fr FRA,DF,FC Cincinnati,27,1991,33,33,2875,31.9,1,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,2.4,2.4,1,3.4,0.07,0.03,0.11,0.07,0.11,Matches,ff16ecad
160,Maikel van der Werff,nl NED,DF,FC Cincinnati,29,1989,11,11,990,11,0,0,0,0,0,2,0,0,0,0,0,0,0.9,0.9,0.2,1.1,0.08,0.02,0.1,0.08,0.1,Matches,36d320ec
161,Tyler Deric,us USA,GK,Houston Dynamo,30,1988,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8a37dd84
162,Justin Dhillon,us USA,FW,Seattle,23,1995,5,3,264,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.5,1.3,0.28,0.17,0.45,0.28,0.45,Matches,eb8eae2c
163,Zakaria Diallo,fr FRA,DF,Montreal Impact,32,1986,24,23,2036,22.6,3,2,3,0,0,2,1,0.13,0.09,0.22,0.13,0.22,1.8,1.8,0.8,2.5,0.08,0.03,0.11,0.08,0.11,Matches,158da7ea
164,Luis Díaz,cr CRC,FWMF,Columbus Crew,20,1998,13,9,796,8.8,2,3,2,0,0,1,0,0.23,0.34,0.57,0.23,0.57,0.9,0.9,2,3,0.1,0.23,0.33,0.1,0.33,Matches,1c9838aa
165,Eric Dick,us USA,GK,Sporting KC,24,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,bf8e9c98
166,Claude Dielna,gp GLP,DF,Portland Timbers,31,1987,15,12,1087,12.1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0.1,1.1,0.09,0.01,0.09,0.09,0.09,Matches,aa862ba0
167,Adama Diomande,no NOR,FW,Los Angeles FC,28,1990,25,15,1436,16,8,5,8,0,0,1,0,0.5,0.31,0.81,0.5,0.81,9.3,9.3,3.3,12.6,0.58,0.21,0.79,0.58,0.79,Matches,336dbcb2
168,Clément Diop,sn SEN,GK,Montreal Impact,25,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0d5c0218
169,Griffin Dorsey,us USA,DF,Toronto FC,19,1999,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c182ca04
170,Jonathan dos Santos,mx MEX,MF,LA Galaxy,28,1990,29,29,2542,28.2,2,3,1,1,1,5,0,0.07,0.11,0.18,0.04,0.14,1.2,0.4,3.8,4.2,0.04,0.13,0.18,0.01,0.15,Matches,91872dec
171,Hassani Dotson,us USA,DFMF,Minnesota Utd,21,1997,24,15,1410,15.7,4,0,4,0,0,2,0,0.26,0,0.26,0.26,0.26,0.5,0.5,0.4,0.9,0.03,0.02,0.06,0.03,0.06,Matches,8f2af1ed
172,Kyle Duncan,us USA,DF,NY Red Bulls,21,1997,13,13,1078,12,1,2,1,0,0,4,0,0.08,0.17,0.25,0.08,0.25,0.5,0.5,1.2,1.7,0.05,0.1,0.14,0.05,0.14,Matches,575e6cb1
173,Chris Durkin,us USA,MF,D.C. United,18,2000,13,7,640,7.1,1,0,1,0,0,1,0,0.14,0,0.14,0.14,0.14,0.1,0.1,0.3,0.4,0.02,0.05,0.06,0.02,0.06,Matches,0ffd4373
174,Chris Duvall,us USA,DF,Houston Dynamo,27,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,39fae08b
175,Dom Dwyer,us USA,FW,Orlando City,28,1990,27,16,1616,18,7,3,7,0,0,6,1,0.39,0.17,0.56,0.39,0.56,8.8,8.8,1.4,10.2,0.49,0.08,0.57,0.49,0.57,Matches,bdfc15f8
176,Jeremy Ebobisse,us USA,FW,Portland Timbers,21,1997,34,25,2307,25.6,11,1,11,0,0,3,0,0.43,0.04,0.47,0.43,0.47,10.5,10.5,2,12.5,0.41,0.08,0.49,0.41,0.49,Matches,5fa7b2ec
177,Raheem Edwards,ca CAN,DF,Chicago Fire,23,1995,4,2,245,2.7,1,0,1,0,0,2,0,0.37,0,0.37,0.37,0.37,0.6,0.6,0.3,0.9,0.24,0.09,0.33,0.24,0.33,Matches,b828d56a
178,Alberth Elis,hn HON,FWMF,Houston Dynamo,22,1996,26,22,1923,21.4,9,8,7,2,2,6,1,0.42,0.37,0.8,0.33,0.7,10,8.4,7,15.5,0.47,0.33,0.8,0.4,0.72,Matches,104b4ad3
179,Jack Elliott,eng ENG,DF,Philadelphia,23,1995,34,34,3060,34,2,0,2,0,0,4,0,0.06,0,0.06,0.06,0.06,2.7,2.7,0.8,3.5,0.08,0.02,0.1,0.08,0.1,Matches,041deebd
180,Tsubasa Endoh,jp JPN,FWMF,Toronto FC,25,1993,13,10,873,9.7,3,2,3,0,0,1,0,0.31,0.21,0.52,0.31,0.52,1.7,1.7,1.2,2.9,0.18,0.12,0.3,0.18,0.3,Matches,46dca6e8
181,Marcus Epps,us USA,MFDF,NY Red Bulls,24,1995,3,1,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,7bb23f0e
182,Jon Erice,es ESP,MF,Vancouver,32,1986,21,21,1747,19.4,0,1,0,0,0,2,0,0,0.05,0.05,0,0.05,0.2,0.2,0.8,1,0.01,0.04,0.05,0.01,0.05,Matches,39da8b1f
183,Magnus Eriksson,se SWE,MF,San Jose,28,1990,32,32,2802,31.1,6,7,5,1,1,5,0,0.19,0.22,0.42,0.16,0.39,5.7,4.9,7.6,12.6,0.18,0.25,0.43,0.16,0.4,Matches,5571f8b5
184,Franco Escobar,ar ARG,DF,Atlanta Utd,23,1995,25,22,2013,22.4,1,2,1,0,0,9,0,0.04,0.09,0.13,0.04,0.13,0.8,0.8,1.8,2.6,0.04,0.08,0.12,0.04,0.12,Matches,54f33d0e
185,Cristian Espinoza,ar ARG,FWMF,San Jose,23,1995,30,30,2524,28,2,10,2,0,0,8,2,0.07,0.36,0.43,0.07,0.43,4.3,4.3,9.9,14.2,0.15,0.35,0.5,0.15,0.5,Matches,9c794a80
186,Roger Espinoza,hn HON,MF,Sporting KC,32,1986,16,15,1140,12.7,0,1,0,0,0,5,3,0,0.08,0.08,0,0.08,1.1,1.1,1.4,2.6,0.09,0.11,0.2,0.09,0.2,Matches,60b7c195
187,Derrick Etienne,ht HAI,FWMF,FC Cincinnati,22,1996,5,2,220,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.07,0.03,0.1,0.07,0.1,Matches,59059f1e
188,Derrick Etienne,ht HAI,FWMF,NY Red Bulls,22,1996,11,5,467,5.2,1,1,1,0,0,0,0,0.19,0.19,0.39,0.19,0.39,0.8,0.8,0.6,1.4,0.16,0.11,0.26,0.16,0.26,Matches,59059f1e
189,Marco Fabián,mx MEX,MFFW,Philadelphia,29,1989,23,15,1246,13.8,7,1,5,2,4,5,1,0.51,0.07,0.58,0.36,0.43,6.9,3.8,1.9,5.7,0.5,0.13,0.63,0.28,0.41,Matches,e665a2db
190,Fabinho,br BRA,DF,Philadelphia,33,1985,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,4e3a17fc
191,Diego Fagúndez,uy URU,MFFW,New England,23,1995,25,13,1175,13.1,2,3,2,0,1,2,0,0.15,0.23,0.38,0.15,0.38,2.6,1.9,1.7,3.6,0.2,0.13,0.33,0.14,0.28,Matches,fe81682e
192,Rod Fanni,fr FRA,DF,Montreal Impact,37,1981,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.02,0.02,0,0.02,Matches,28c4631c
193,Marco Farfan,us USA,DF,Portland Timbers,20,1998,3,3,189,2.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,cfc68595
194,Andrew Farrell,us USA,DF,New England,26,1992,29,29,2602,28.9,0,1,0,0,0,7,0,0,0.03,0.03,0,0.03,0,0,0.5,0.5,0,0.02,0.02,0,0.02,Matches,71eda165
195,Benny Feilhaber,us USA,MF,Colorado Rapids,34,1985,9,7,619,6.9,2,2,2,0,0,3,0,0.29,0.29,0.58,0.29,0.58,1.1,1.1,0.7,1.8,0.16,0.1,0.26,0.16,0.26,Matches,7ed107b1
196,Benny Feilhaber,us USA,MF,Sporting KC,34,1985,17,13,1100,12.2,2,1,2,0,0,3,0,0.16,0.08,0.25,0.16,0.25,1.6,1.6,1.6,3.2,0.13,0.13,0.26,0.13,0.26,Matches,7ed107b1
197,Felipe,br BRA,MF,Vancouver,28,1990,18,13,1142,12.7,1,0,1,0,0,5,0,0.08,0,0.08,0.08,0.08,1.2,1.2,0.6,1.8,0.09,0.05,0.14,0.09,0.14,Matches,2415bd0a
198,Felipe,br BRA,MF,D.C. United,28,1990,9,9,774,8.6,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0.02,0.05,0.07,0.02,0.07,Matches,2415bd0a
199,Luis Felipe,br BRA,MF,San Jose,23,1996,3,0,42,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a07caf31
200,Rolf Feltscher,ve VEN,DF,LA Galaxy,28,1990,25,25,2178,24.2,1,3,1,0,0,7,0,0.04,0.12,0.17,0.04,0.17,1.8,1.8,3.8,5.7,0.08,0.16,0.23,0.08,0.23,Matches,27baf026
201,Gerso Fernandes,gw GNB,FWMF,Sporting KC,27,1991,25,20,1745,19.4,2,6,2,0,0,5,0,0.1,0.31,0.41,0.1,0.41,5.4,5.4,4.6,10,0.28,0.24,0.52,0.28,0.52,Matches,43cbe937
202,Brian Fernández,ar ARG,FW,Portland Timbers,24,1994,19,16,1409,15.7,11,1,11,0,0,4,1,0.7,0.06,0.77,0.7,0.77,8.3,8.3,2.5,10.9,0.53,0.16,0.69,0.53,0.69,Matches,857e2586
203,Omir Fernandez,us USA,FWMF,NY Red Bulls,19,1999,18,3,580,6.4,2,1,2,0,0,0,0,0.31,0.16,0.47,0.31,0.47,2.1,2.1,1.1,3.2,0.33,0.17,0.5,0.33,0.5,Matches,622986f0
204,Juan Fernando Caicedo,co COL,FW,New England,29,1989,27,13,1073,11.9,5,2,5,0,0,2,0,0.42,0.17,0.59,0.42,0.59,4.9,4.9,0.9,5.7,0.41,0.07,0.48,0.41,0.48,Matches,b04df630
205,Jesus Ferreira,us USA,FWMF,FC Dallas,18,2000,33,29,2439,27.1,8,5,8,0,0,4,0,0.3,0.18,0.48,0.3,0.48,8.9,8.9,2.5,11.4,0.33,0.09,0.42,0.33,0.42,Matches,f61246d8
206,Marcelo dos Santos Ferreira,br BRA,DF,Chicago Fire,29,1989,16,12,1151,12.8,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.3,0.02,0,0.02,0.02,0.02,Matches,15a5e48c
207,Carlos Fierro,mx MEX,FWMF,San Jose,24,1994,7,2,229,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.39,0.01,0.4,0.39,0.4,Matches,bbd2b6b7
208,Maynor Figueroa,hn HON,DF,Houston Dynamo,35,1983,25,25,2249,25,0,1,0,0,0,6,1,0,0.04,0.04,0,0.04,0.8,0.8,1.2,2,0.03,0.05,0.08,0.03,0.08,Matches,d8524b21
209,Ethan Finlay,us USA,FWMF,Minnesota Utd,28,1990,33,22,1911,21.2,7,2,5,2,2,3,0,0.33,0.09,0.42,0.24,0.33,7.3,5.8,3,8.8,0.34,0.14,0.49,0.27,0.41,Matches,c16a59af
210,Andrés Flores,sv SLV,MF,Portland Timbers,28,1990,15,9,778,8.6,0,1,0,0,0,0,0,0,0.12,0.12,0,0.12,0.5,0.5,0.1,0.7,0.06,0.01,0.08,0.06,0.08,Matches,67c11728
211,Anthony Fontana,us USA,MFFW,Philadelphia,19,1999,8,0,127,1.4,1,0,1,0,0,0,0,0.71,0,0.71,0.71,0.71,0.6,0.6,0,0.6,0.46,0,0.46,0.46,0.46,Matches,1f34358e
212,Andreu Fontàs,es ESP,DF,Sporting KC,29,1989,13,10,967,10.7,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0.04,0.01,0.05,0.04,0.05,Matches,0f138d5a
